Transaction Amount,Transaction Time,Transaction Type,Merchant Category,Merchant Location,Average Transaction Amount,Transaction Frequency,Time Since Last Transaction,Transaction Velocity,Historical Transaction Patterns,Device ID,Browser and OS,IP Address,Channel,Billing Address vs. Shipping Address,Distance from Last Transaction,Country,Region,Blacklisted Merchants or IPs,Real-time Threat Intelligence,Social Media or Public Data,Keystroke Dynamics,Mouse Movement,Touchscreen Gestures,Anomaly Scores,Categorical Aggregates,Temporal Aggregates,User Age,Account Tenure,Credit Score,Fraudulent
120.21,2024-01-19 02:36,Online,Travel,Durban,43.58,23,18,High,Infrequent,DEV2685,"Safari, iOS",207.200.218.10,Web,No,28.9,South Africa,Western cape ,Yes,Medium,Yes,Low,High,Moderate,0.14,High,High,41,7,674,0
76.89,2024-01-12 02:21,In-store,Electronics,Joburg,22.76,10,22,High,Frequent,DEV9525,"Chrome, Win10",166.126.122.122,Mobile,Yes,3.5,South Africa,Western cape ,Yes,Low,No,High,Low,Low,0.45,High,Medium,58,3,716,1
89.93,2024-07-01 21:30,Online,Electronics,Port Elizabeth,23.08,3,13,Low,Frequent,DEV7155,"Chrome, Win10",80.57.14.75,Web,Yes,15.9,South Africa,Kwazulu Natal,Yes,Medium,No,Moderate,Moderate,High,0.37,Low,High,36,8,692,1
219.07,2024-06-08 20:12,Online,Groceries,Capewtown,170.31,9,1,High,Infrequent,DEV1467,"Chrome, Win10",161.229.18.230,Mobile,No,36.0,South Africa,gauteng,Yes,High,Yes,High,High,High,0.04,Low,High,21,9,718,0
221.65,2024-04-02 17:43,In-store,Travel,Port Elizabeth,248.33,1,12,Low,Infrequent,DEV2141,"Chrome, Win10",137.174.188.25,Mobile,No,17.1,South Africa,Eastern cape,Yes,Low,No,Moderate,Low,Low,0.36,Medium,High,20,3,635,1
76.17,2024-03-25 16:37,In-store,Groceries,Joburg,168.24,27,4,High,Infrequent,DEV6122,"Edge, Win11",107.91.123.250,Mobile,Yes,8.4,South Africa,Kwazulu Natal,Yes,Medium,Yes,Moderate,Moderate,High,0.06,Medium,Low,63,2,788,0
86.08,2024-06-30 05:59,Online,Electronics,Durban,147.75,27,22,High,Infrequent,DEV4796,"Safari, iOS",142.4.40.42,Mobile,No,35.8,South Africa,gauteng,No,High,Yes,Moderate,Moderate,High,0.56,Low,Low,51,9,697,1
279.62,2024-02-11 00:16,In-store,Groceries,Durban,286.92,30,14,Medium,Frequent,DEV9377,"Chrome, Win10",134.244.182.163,Web,No,4.6,South Africa,Kwazulu Natal,No,High,No,Low,Moderate,Moderate,0.99,Medium,High,47,8,749,1
33.9,2024-03-25 21:20,Online,Electronics,Joburg,165.13,28,30,Low,Infrequent,DEV7995,"Firefox, Win11",171.174.35.116,Mobile,Yes,23.6,South Africa,gauteng,Yes,Medium,Yes,Moderate,Moderate,High,0.13,High,Medium,67,10,788,1
244.49,2024-04-07 16:35,Online,Groceries,Pretoria,76.99,27,29,High,Frequent,DEV7745,"Chrome, Win10",188.22.3.248,Mobile,No,37.8,South Africa,Kwazulu Natal,No,Medium,No,High,Low,Moderate,0.88,Medium,High,50,4,628,0
51.85,2024-01-25 05:33,Online,Travel,Joburg,145.23,27,30,Medium,Frequent,DEV7878,"Chrome, Win10",73.226.1.36,Mobile,No,33.0,South Africa,Kwazulu Natal,Yes,Medium,No,Low,Low,Low,0.28,High,High,55,8,639,1
65.98,2024-04-27 02:27,Online,Dining,Port Elizabeth,234.06,22,7,Low,Frequent,DEV9286,"Firefox, Win11",12.47.19.186,Web,No,34.3,South Africa,gauteng,Yes,Low,Yes,Moderate,Low,High,0.7,Low,High,51,8,797,1
81.15,2024-05-01 21:35,Online,Travel,Pretoria,187.69,11,13,Low,Infrequent,DEV4328,"Chrome, Win10",61.65.112.131,Mobile,No,38.7,South Africa,Western cape ,No,High,Yes,High,High,High,0.98,High,Medium,18,10,686,1
257.65,2024-06-06 21:02,In-store,Electronics,Pretoria,42.17,14,22,Low,Infrequent,DEV2893,"Edge, Win11",200.130.125.77,Web,No,36.7,South Africa,Kwazulu Natal,No,Medium,No,Moderate,Moderate,Low,0.33,Low,Medium,51,2,783,0
135.06,2024-04-06 21:51,Online,Electronics,Capewtown,238.88,24,27,Medium,Infrequent,DEV5610,"Firefox, Win11",190.149.160.222,Mobile,No,40.7,South Africa,Kwazulu Natal,No,Medium,No,High,Moderate,Low,0.24,High,Low,58,10,713,0
179.98,2024-07-13 19:45,In-store,Dining,Joburg,205.68,4,1,High,Frequent,DEV1835,"Edge, Win11",157.246.54.206,Web,No,15.9,South Africa,Kwazulu Natal,No,Low,No,Moderate,Moderate,High,0.64,Medium,Low,29,5,635,1
139.16,2024-05-18 13:23,In-store,Travel,Port Elizabeth,80.42,11,14,Low,Frequent,DEV2765,"Safari, iOS",205.172.126.236,Mobile,Yes,37.7,South Africa,Kwazulu Natal,Yes,High,No,High,Moderate,Low,0.54,High,Low,25,1,640,0
151.98,2024-07-01 10:47,Online,Travel,Joburg,186.76,29,30,Low,Infrequent,DEV4476,"Edge, Win11",194.223.7.169,Mobile,Yes,19.7,South Africa,gauteng,Yes,High,No,Moderate,Moderate,Moderate,0.18,Low,Medium,28,9,786,0
263.54,2024-01-29 04:41,In-store,Travel,Joburg,228.76,30,11,Low,Frequent,DEV7291,"Edge, Win11",212.48.79.123,Mobile,No,48.6,South Africa,Kwazulu Natal,Yes,Medium,No,Moderate,High,High,0.2,Low,High,46,2,677,1
132.61,2024-03-17 23:15,In-store,Groceries,Capewtown,34.57,16,29,High,Frequent,DEV5666,"Edge, Win11",200.28.116.13,Web,No,45.8,South Africa,gauteng,Yes,Medium,No,High,Low,High,0.01,Low,High,36,2,789,0
133.8,2024-06-05 19:01,In-store,Electronics,Joburg,169.28,16,5,Low,Frequent,DEV5482,"Edge, Win11",76.255.184.50,Web,Yes,39.6,South Africa,gauteng,No,High,No,Low,Low,Moderate,0.8,Low,Medium,33,6,734,1
32.36,2024-07-07 23:02,In-store,Electronics,Pretoria,128.82,5,8,Low,Frequent,DEV7568,"Safari, iOS",99.145.167.20,Mobile,Yes,17.1,South Africa,Kwazulu Natal,Yes,Low,Yes,Low,Moderate,Low,0.7,Low,Medium,70,1,663,0
204.47,2024-02-26 01:04,Online,Clothing,Pretoria,160.1,26,7,Medium,Infrequent,DEV1862,"Edge, Win11",65.173.114.0,Web,Yes,13.2,South Africa,Kwazulu Natal,Yes,Low,No,Low,Moderate,Moderate,0.93,Medium,Low,63,6,767,1
33.76,2024-07-20 11:31,Online,Clothing,Port Elizabeth,34.93,24,5,High,Infrequent,DEV5267,"Safari, iOS",67.119.205.178,Web,No,24.2,South Africa,Western cape ,No,High,Yes,High,Low,High,0.15,Medium,High,31,7,695,1
45.13,2024-03-17 01:48,Online,Clothing,Durban,20.34,23,3,Low,Infrequent,DEV2183,"Safari, iOS",195.91.222.194,Web,Yes,6.8,South Africa,Kwazulu Natal,Yes,Medium,No,Moderate,High,High,0.0,Medium,High,42,4,766,0
122.92,2024-05-25 10:57,In-store,Dining,Pretoria,166.57,13,17,Low,Frequent,DEV8912,"Firefox, Win11",81.209.194.78,Mobile,No,6.0,South Africa,Western cape ,Yes,Low,Yes,Moderate,Low,High,0.55,High,High,49,8,646,1
165.59,2024-06-12 23:17,In-store,Dining,Durban,116.21,16,20,Medium,Frequent,DEV6954,"Chrome, Win10",26.197.217.66,Web,Yes,33.1,South Africa,Western cape ,Yes,Low,Yes,Low,Moderate,Low,0.32,High,High,34,5,659,0
175.1,2024-04-19 18:38,In-store,Dining,Durban,192.92,11,4,High,Frequent,DEV3040,"Edge, Win11",149.39.84.122,Mobile,Yes,30.2,South Africa,Western cape ,Yes,Medium,No,Moderate,Moderate,Low,0.69,Low,Low,68,7,614,0
259.44,2024-04-15 19:49,In-store,Dining,Pretoria,146.58,1,2,High,Infrequent,DEV1725,"Safari, iOS",77.3.125.45,Mobile,Yes,3.4,South Africa,Western cape ,No,Medium,No,Moderate,High,High,0.64,High,High,22,9,787,1
226.37,2024-06-24 22:31,Online,Dining,Pretoria,142.78,17,17,Medium,Infrequent,DEV8344,"Firefox, Win11",52.132.25.108,Web,No,42.6,South Africa,gauteng,Yes,Low,No,High,High,Low,0.45,Medium,Medium,60,3,641,1
53.44,2024-02-08 15:42,In-store,Travel,Port Elizabeth,155.51,15,20,Low,Infrequent,DEV3507,"Safari, iOS",106.217.178.46,Web,No,31.8,South Africa,Western cape ,No,High,No,Low,Moderate,High,0.75,Medium,Medium,22,3,792,1
53.46,2024-02-02 05:25,In-store,Dining,Capewtown,79.06,13,27,Low,Frequent,DEV1364,"Chrome, Win10",187.112.168.96,Mobile,No,30.3,South Africa,Western cape ,Yes,Low,No,Moderate,High,Low,0.98,Medium,High,23,5,639,0
61.71,2024-05-25 14:12,In-store,Clothing,Capewtown,223.32,22,4,High,Frequent,DEV9134,"Safari, iOS",139.226.72.168,Mobile,Yes,14.7,South Africa,gauteng,Yes,High,No,Low,High,Moderate,0.01,Low,Medium,56,3,766,0
57.69,2024-04-29 18:51,Online,Groceries,Durban,296.57,3,15,Low,Frequent,DEV4469,"Safari, iOS",46.32.24.43,Mobile,Yes,42.3,South Africa,Kwazulu Natal,Yes,High,No,High,High,High,0.46,Low,High,22,6,612,0
50.96,2024-05-31 12:04,In-store,Groceries,Capewtown,198.05,10,23,Low,Frequent,DEV7853,"Chrome, Win10",147.35.77.164,Mobile,Yes,25.8,South Africa,Kwazulu Natal,No,Medium,No,Low,Moderate,Moderate,0.22,Medium,High,70,9,602,1
298.25,2024-01-15 19:31,Online,Groceries,Joburg,183.01,10,2,Medium,Frequent,DEV1904,"Edge, Win11",82.45.203.162,Web,Yes,37.9,South Africa,Eastern cape,Yes,High,No,High,Low,Low,0.85,Medium,High,34,6,625,1
249.33,2024-01-15 13:37,Online,Groceries,Pretoria,219.9,25,9,Medium,Infrequent,DEV8850,"Safari, iOS",19.99.56.247,Mobile,Yes,18.7,South Africa,gauteng,No,High,No,High,High,High,0.86,Low,Medium,22,1,623,1
145.1,2024-05-16 18:40,Online,Groceries,Pretoria,158.89,18,3,Medium,Infrequent,DEV2876,"Chrome, Win10",157.44.178.253,Web,Yes,34.0,South Africa,Kwazulu Natal,No,Medium,No,Moderate,Moderate,High,0.72,High,Medium,69,8,740,0
248.93,2024-02-20 05:45,In-store,Dining,Capewtown,63.65,16,7,High,Frequent,DEV8467,"Firefox, Win11",158.205.236.21,Web,Yes,12.8,South Africa,Kwazulu Natal,Yes,Low,No,Moderate,High,Moderate,0.17,Low,Medium,51,5,777,0
253.13,2024-06-17 04:36,Online,Clothing,Port Elizabeth,130.52,28,4,Medium,Infrequent,DEV3157,"Chrome, Win10",112.165.158.248,Mobile,No,18.7,South Africa,Kwazulu Natal,Yes,High,No,Low,Moderate,High,0.53,Medium,Medium,19,9,717,0
248.97,2024-01-05 22:30,Online,Electronics,Joburg,268.62,25,28,Medium,Frequent,DEV5615,"Safari, iOS",35.205.151.189,Web,No,49.5,South Africa,Eastern cape,No,Medium,No,Low,High,Moderate,0.12,Medium,Medium,32,2,616,1
83.33,2024-06-27 18:24,In-store,Electronics,Port Elizabeth,266.7,6,29,Medium,Frequent,DEV3977,"Edge, Win11",73.165.36.208,Web,Yes,29.8,South Africa,Kwazulu Natal,Yes,Medium,No,High,Low,Moderate,0.91,Medium,Medium,58,3,669,1
196.01,2024-03-24 08:56,In-store,Electronics,Capewtown,75.82,30,13,Medium,Frequent,DEV2367,"Chrome, Win10",78.150.243.41,Mobile,No,20.6,South Africa,Eastern cape,No,Medium,No,High,Low,Low,0.1,Medium,Low,36,6,608,0
190.45,2024-07-08 01:39,Online,Groceries,Pretoria,71.95,1,18,High,Frequent,DEV7902,"Firefox, Win11",145.51.83.91,Mobile,Yes,20.0,South Africa,Kwazulu Natal,No,Low,Yes,High,Low,Low,0.08,High,Low,58,4,679,1
71.41,2024-04-05 03:14,Online,Clothing,Joburg,75.23,12,13,Low,Infrequent,DEV3623,"Edge, Win11",33.197.124.141,Web,No,15.9,South Africa,Kwazulu Natal,No,High,No,Low,High,High,0.94,Low,High,44,1,612,1
138.42,2024-02-19 18:38,In-store,Clothing,Capewtown,208.93,21,25,Medium,Infrequent,DEV1338,"Safari, iOS",88.151.197.159,Mobile,Yes,34.4,South Africa,Eastern cape,Yes,Low,No,Moderate,Low,High,0.51,Low,Medium,23,6,744,0
233.05,2024-04-27 01:43,In-store,Travel,Port Elizabeth,271.57,14,30,Medium,Frequent,DEV7895,"Safari, iOS",220.234.179.100,Mobile,Yes,19.8,South Africa,Kwazulu Natal,No,High,No,High,High,Low,0.69,Low,Low,39,3,732,1
297.09,2024-04-19 06:09,Online,Travel,Port Elizabeth,148.64,2,27,Medium,Frequent,DEV1807,"Chrome, Win10",161.220.182.84,Mobile,No,45.1,South Africa,Western cape ,No,Low,Yes,Moderate,High,Low,0.6,High,Medium,57,8,759,1
226.03,2024-06-18 02:39,Online,Clothing,Pretoria,168.64,7,12,Medium,Infrequent,DEV5550,"Firefox, Win11",160.72.79.32,Mobile,Yes,17.2,South Africa,Western cape ,Yes,Medium,Yes,Moderate,Moderate,Moderate,0.53,Low,High,69,5,749,0
189.04,2024-03-04 23:23,Online,Clothing,Port Elizabeth,32.58,8,30,Medium,Frequent,DEV9689,"Safari, iOS",6.238.85.4,Web,No,24.1,South Africa,gauteng,No,Medium,Yes,High,Low,Low,0.62,High,High,33,5,741,1
149.4,2024-05-07 21:14,Online,Dining,Joburg,290.88,30,8,Medium,Frequent,DEV6656,"Edge, Win11",29.186.216.129,Mobile,Yes,30.2,South Africa,Eastern cape,No,High,No,Low,Low,Low,0.24,Low,Low,53,9,619,1
94.4,2024-07-14 21:14,In-store,Travel,Pretoria,288.16,1,12,Low,Infrequent,DEV7078,"Safari, iOS",72.180.167.187,Mobile,No,12.3,South Africa,Eastern cape,Yes,Medium,Yes,Moderate,Low,Moderate,0.05,Medium,Medium,43,2,754,1
283.84,2024-06-11 14:02,In-store,Clothing,Joburg,245.08,18,15,High,Frequent,DEV2423,"Chrome, Win10",151.183.61.31,Mobile,Yes,31.5,South Africa,Eastern cape,Yes,High,Yes,High,Moderate,Moderate,0.53,Medium,High,52,6,739,1
210.25,2024-01-08 15:51,In-store,Travel,Port Elizabeth,49.81,9,30,Medium,Infrequent,DEV5581,"Chrome, Win10",72.39.149.33,Mobile,No,39.4,South Africa,Kwazulu Natal,Yes,High,Yes,Moderate,Low,Moderate,0.75,Low,High,70,4,692,0
80.38,2024-07-15 03:13,Online,Clothing,Joburg,173.55,6,7,High,Frequent,DEV9682,"Edge, Win11",198.28.248.179,Web,Yes,42.3,South Africa,Kwazulu Natal,No,Medium,Yes,High,High,Low,0.29,Medium,Medium,59,3,617,0
54.52,2024-06-15 10:02,In-store,Electronics,Capewtown,261.84,2,11,Low,Infrequent,DEV7172,"Firefox, Win11",173.20.3.209,Web,No,48.1,South Africa,Western cape ,No,Medium,No,High,Moderate,Moderate,0.97,Low,High,44,5,761,1
100.91,2024-03-31 02:34,In-store,Travel,Port Elizabeth,24.4,13,18,Medium,Frequent,DEV9304,"Safari, iOS",87.112.72.209,Mobile,Yes,13.0,South Africa,Western cape ,Yes,Medium,No,Low,High,Low,0.6,Low,Low,34,6,776,0
273.13,2024-07-18 13:44,In-store,Groceries,Joburg,290.62,10,8,Low,Frequent,DEV6928,"Safari, iOS",142.191.53.18,Web,Yes,47.7,South Africa,Kwazulu Natal,No,High,No,Moderate,Low,High,0.78,High,High,65,8,789,1
138.49,2024-03-09 22:34,In-store,Electronics,Joburg,277.82,3,5,High,Infrequent,DEV5142,"Safari, iOS",155.108.221.139,Web,Yes,3.9,South Africa,Kwazulu Natal,No,Low,No,Low,Moderate,Moderate,0.36,High,Medium,20,3,617,0
173.01,2024-01-25 23:07,In-store,Electronics,Pretoria,145.95,26,28,Medium,Frequent,DEV5135,"Firefox, Win11",5.64.203.54,Mobile,No,49.6,South Africa,gauteng,No,Medium,Yes,Low,High,Low,0.64,Low,Low,69,6,732,1
242.13,2024-04-13 05:14,In-store,Travel,Joburg,54.51,4,5,Low,Frequent,DEV4806,"Edge, Win11",78.96.151.106,Web,No,18.7,South Africa,gauteng,Yes,High,Yes,High,Low,Moderate,0.09,High,Medium,48,5,657,0
236.28,2024-07-31 03:07,Online,Clothing,Durban,162.28,23,25,Low,Infrequent,DEV1429,"Firefox, Win11",39.222.230.37,Web,No,2.3,South Africa,Eastern cape,Yes,Low,Yes,Moderate,High,Low,0.58,Low,High,18,2,613,0
120.06,2024-02-13 07:38,In-store,Clothing,Pretoria,298.75,29,12,High,Frequent,DEV1354,"Firefox, Win11",36.217.145.173,Mobile,No,43.0,South Africa,Kwazulu Natal,No,High,Yes,Moderate,Low,High,0.89,Low,Low,68,8,630,0
149.97,2024-02-02 04:50,In-store,Electronics,Durban,28.18,30,5,Low,Infrequent,DEV4881,"Safari, iOS",172.188.161.35,Web,No,13.3,South Africa,Western cape ,Yes,High,Yes,Low,High,Low,0.6,Low,High,48,2,770,0
170.25,2024-01-18 16:44,Online,Clothing,Port Elizabeth,165.56,2,18,High,Infrequent,DEV3863,"Edge, Win11",201.255.254.232,Mobile,Yes,43.5,South Africa,Eastern cape,Yes,Medium,No,High,Low,High,0.66,Medium,Low,67,3,622,1
262.0,2024-03-15 04:15,Online,Electronics,Joburg,149.85,5,28,Medium,Frequent,DEV3498,"Firefox, Win11",36.135.3.193,Web,No,45.2,South Africa,gauteng,Yes,Medium,No,Moderate,Moderate,Moderate,0.37,High,High,21,5,716,0
115.45,2024-05-22 04:50,Online,Clothing,Durban,187.51,21,20,Medium,Frequent,DEV7228,"Edge, Win11",176.124.137.191,Mobile,Yes,18.1,South Africa,Kwazulu Natal,No,Low,No,Low,Low,High,0.7,High,Medium,51,8,600,0
171.21,2024-01-05 07:57,Online,Clothing,Pretoria,278.71,15,30,Low,Frequent,DEV7777,"Safari, iOS",120.57.153.187,Mobile,No,19.9,South Africa,Kwazulu Natal,Yes,High,Yes,Moderate,Low,High,0.7,High,High,47,8,630,1
139.74,2024-03-09 08:52,Online,Travel,Joburg,146.51,8,10,High,Frequent,DEV8505,"Safari, iOS",149.200.184.22,Web,Yes,41.4,South Africa,Western cape ,Yes,Low,Yes,Moderate,High,Moderate,0.9,Low,Medium,19,2,665,1
132.98,2024-07-31 07:06,Online,Groceries,Port Elizabeth,66.44,13,19,High,Infrequent,DEV6786,"Edge, Win11",105.154.237.24,Mobile,Yes,21.1,South Africa,Kwazulu Natal,Yes,Low,Yes,High,Low,Low,0.49,High,High,46,6,654,0
83.55,2024-01-21 16:19,Online,Groceries,Durban,190.53,16,3,Low,Infrequent,DEV1673,"Chrome, Win10",21.134.254.146,Mobile,No,46.4,South Africa,gauteng,No,High,Yes,Low,Low,High,0.94,High,Medium,49,7,615,0
185.77,2024-02-11 02:07,Online,Dining,Durban,175.79,10,19,Medium,Infrequent,DEV3228,"Chrome, Win10",108.197.177.157,Web,No,32.2,South Africa,Kwazulu Natal,Yes,High,Yes,Moderate,Moderate,Moderate,0.47,Medium,Medium,43,3,615,1
233.07,2024-03-24 14:19,In-store,Dining,Joburg,251.25,8,17,Low,Infrequent,DEV8750,"Chrome, Win10",78.43.103.155,Web,Yes,48.5,South Africa,Kwazulu Natal,No,Low,No,Low,Moderate,High,0.04,Medium,High,55,8,641,0
262.61,2024-01-21 01:04,In-store,Dining,Joburg,122.26,18,18,Low,Infrequent,DEV3437,"Safari, iOS",114.169.157.238,Web,Yes,35.2,South Africa,Western cape ,Yes,High,No,Moderate,Moderate,Low,0.26,Low,Low,62,7,714,1
260.98,2024-05-26 05:05,In-store,Clothing,Joburg,20.74,2,11,High,Frequent,DEV6139,"Safari, iOS",170.172.0.174,Web,Yes,39.2,South Africa,gauteng,Yes,High,Yes,Moderate,Low,Low,0.65,Low,Medium,40,1,733,1
256.46,2024-03-29 20:51,In-store,Clothing,Durban,47.9,20,4,Medium,Infrequent,DEV4269,"Chrome, Win10",107.127.119.21,Web,Yes,41.1,South Africa,Kwazulu Natal,No,High,No,High,Moderate,High,0.59,High,High,54,1,673,1
266.57,2024-01-13 12:21,In-store,Travel,Joburg,87.88,2,19,Medium,Infrequent,DEV2843,"Firefox, Win11",219.65.240.152,Mobile,Yes,4.8,South Africa,Kwazulu Natal,Yes,High,No,High,Moderate,High,0.62,High,Medium,59,6,780,1
232.47,2024-01-20 12:21,In-store,Electronics,Joburg,192.83,22,2,High,Infrequent,DEV8419,"Firefox, Win11",134.152.153.238,Mobile,Yes,47.3,South Africa,Kwazulu Natal,No,High,No,Low,High,Moderate,0.25,Medium,Medium,53,4,613,1
185.14,2024-07-20 01:50,In-store,Dining,Pretoria,125.75,8,17,Medium,Infrequent,DEV8935,"Chrome, Win10",103.75.128.219,Mobile,Yes,37.6,South Africa,Kwazulu Natal,Yes,High,Yes,Moderate,High,Moderate,0.99,Medium,High,46,6,615,0
296.83,2024-05-09 01:17,Online,Dining,Durban,87.0,8,14,High,Infrequent,DEV8640,"Safari, iOS",170.50.41.143,Mobile,Yes,44.2,South Africa,gauteng,No,High,Yes,Moderate,High,Moderate,0.92,High,Medium,53,7,670,1
105.13,2024-07-15 19:34,Online,Electronics,Joburg,134.99,13,10,Low,Infrequent,DEV2079,"Edge, Win11",97.125.41.59,Web,No,6.8,South Africa,Eastern cape,Yes,High,Yes,Moderate,Low,Moderate,0.91,High,Low,57,10,736,0
80.29,2024-07-05 11:37,In-store,Clothing,Capewtown,112.27,14,13,Medium,Infrequent,DEV3057,"Firefox, Win11",8.191.2.32,Mobile,Yes,1.4,South Africa,Kwazulu Natal,Yes,High,No,Low,High,Low,0.98,Low,High,67,9,792,0
133.55,2024-01-12 00:18,Online,Groceries,Durban,66.17,17,9,Medium,Frequent,DEV7433,"Firefox, Win11",164.148.129.175,Mobile,Yes,12.7,South Africa,gauteng,No,High,Yes,High,Moderate,High,0.73,Medium,High,45,3,685,0
246.4,2024-02-12 00:08,In-store,Groceries,Capewtown,243.47,30,1,Low,Frequent,DEV3376,"Chrome, Win10",172.202.15.252,Mobile,Yes,44.5,South Africa,gauteng,Yes,Medium,Yes,High,High,Low,0.65,Medium,Medium,19,2,746,1
262.33,2024-05-16 00:30,In-store,Groceries,Capewtown,51.86,6,15,Low,Infrequent,DEV4966,"Firefox, Win11",147.181.30.77,Mobile,Yes,33.6,South Africa,Western cape ,Yes,High,Yes,Low,Moderate,High,0.58,High,Medium,38,8,730,1
88.14,2024-06-18 05:12,Online,Travel,Joburg,197.68,26,9,Low,Frequent,DEV9215,"Firefox, Win11",203.91.251.150,Mobile,Yes,13.2,South Africa,Western cape ,Yes,Low,No,Moderate,High,High,0.45,High,Low,53,10,659,0
96.71,2024-01-29 22:37,Online,Electronics,Durban,71.71,22,6,Low,Frequent,DEV5175,"Edge, Win11",120.169.58.26,Web,No,11.5,South Africa,Western cape ,Yes,Low,Yes,High,Low,Low,0.69,Low,Medium,43,5,747,0
174.32,2024-02-04 15:21,In-store,Dining,Durban,151.38,17,11,Medium,Frequent,DEV3596,"Edge, Win11",191.194.120.156,Web,No,1.6,South Africa,Kwazulu Natal,No,Low,Yes,Moderate,High,High,0.98,Medium,High,52,7,665,0
238.86,2024-05-16 08:18,Online,Clothing,Durban,271.55,3,1,Low,Frequent,DEV4282,"Safari, iOS",36.39.219.230,Mobile,Yes,9.4,South Africa,Eastern cape,Yes,Medium,Yes,High,Moderate,Low,0.34,High,Medium,64,3,679,1
104.08,2024-01-16 19:59,Online,Groceries,Port Elizabeth,40.47,1,17,Medium,Infrequent,DEV5136,"Chrome, Win10",33.93.210.14,Web,No,6.3,South Africa,Eastern cape,No,Low,Yes,High,High,High,0.22,Low,Low,18,4,649,1
219.29,2024-04-02 23:33,In-store,Groceries,Port Elizabeth,222.86,21,2,High,Infrequent,DEV6786,"Firefox, Win11",123.243.46.126,Web,No,13.0,South Africa,gauteng,Yes,Medium,Yes,High,High,Low,0.13,High,Low,41,6,688,0
198.23,2024-03-20 16:47,In-store,Dining,Durban,36.74,16,13,Medium,Infrequent,DEV9218,"Chrome, Win10",219.132.98.20,Web,Yes,39.9,South Africa,gauteng,No,High,Yes,Moderate,Moderate,Moderate,0.74,Medium,Low,19,5,609,0
83.73,2024-02-22 00:34,In-store,Groceries,Port Elizabeth,118.06,1,5,Medium,Frequent,DEV8365,"Chrome, Win10",62.222.108.176,Web,Yes,46.7,South Africa,Western cape ,Yes,Low,No,Moderate,High,Moderate,0.9,Low,Medium,52,10,602,1
229.51,2024-05-08 11:05,In-store,Groceries,Joburg,205.38,1,27,Medium,Frequent,DEV5352,"Edge, Win11",5.140.228.76,Web,Yes,13.4,South Africa,gauteng,No,Low,Yes,Moderate,High,Moderate,0.45,Low,High,42,6,764,0
119.85,2024-06-21 11:27,In-store,Groceries,Capewtown,70.88,13,13,High,Infrequent,DEV1169,"Chrome, Win10",2.229.245.163,Web,Yes,41.1,South Africa,Western cape ,No,Low,No,High,High,Low,0.61,Medium,Low,70,3,666,0
144.53,2024-04-05 18:29,Online,Dining,Durban,202.09,19,5,Low,Infrequent,DEV4556,"Edge, Win11",112.249.154.109,Web,No,0.3,South Africa,Eastern cape,No,Medium,Yes,Low,Moderate,High,0.92,Low,High,63,4,612,0
57.05,2024-05-31 22:50,In-store,Clothing,Joburg,92.87,27,14,Low,Frequent,DEV8265,"Firefox, Win11",218.32.188.24,Mobile,No,39.4,South Africa,Western cape ,No,Medium,No,Moderate,High,Moderate,0.4,High,Medium,32,1,688,1
114.51,2024-06-27 15:11,In-store,Travel,Pretoria,63.77,19,15,Low,Frequent,DEV4078,"Chrome, Win10",55.42.60.49,Web,Yes,29.4,South Africa,Kwazulu Natal,No,Low,Yes,Moderate,Moderate,High,0.77,Medium,High,65,6,648,1
220.02,2024-08-01 10:25,Online,Electronics,Durban,298.92,28,4,High,Frequent,DEV2748,"Chrome, Win10",150.224.212.115,Mobile,Yes,1.9,South Africa,Kwazulu Natal,No,Low,No,Moderate,High,Low,0.57,Low,Low,34,2,644,0
160.52,2024-01-28 00:27,Online,Travel,Joburg,267.53,19,22,Low,Frequent,DEV3271,"Safari, iOS",222.238.252.188,Web,No,45.9,South Africa,Kwazulu Natal,No,Low,No,High,High,Low,0.69,Medium,High,60,8,631,0
253.22,2024-03-05 09:28,Online,Clothing,Pretoria,85.03,15,24,Medium,Frequent,DEV7433,"Edge, Win11",9.105.230.133,Mobile,Yes,5.8,South Africa,Eastern cape,Yes,High,No,Low,Moderate,Low,0.65,Low,High,31,2,796,0
70.57,2024-02-18 18:21,In-store,Electronics,Pretoria,298.47,24,25,Medium,Infrequent,DEV8232,"Safari, iOS",69.77.18.151,Mobile,Yes,18.7,South Africa,Eastern cape,No,Medium,Yes,Moderate,Moderate,High,0.53,High,High,34,3,637,1
178.0,2024-07-29 10:32,Online,Travel,Joburg,65.77,30,3,High,Frequent,DEV8476,"Chrome, Win10",171.4.192.214,Web,Yes,2.9,South Africa,Kwazulu Natal,Yes,Medium,No,High,Low,High,0.07,High,Low,70,7,713,0
292.05,2024-01-31 19:14,In-store,Electronics,Port Elizabeth,116.68,26,29,Medium,Infrequent,DEV5523,"Edge, Win11",153.87.91.119,Mobile,Yes,8.8,South Africa,Eastern cape,No,Low,Yes,High,High,Low,0.17,High,High,65,8,620,1
208.55,2024-01-30 04:21,Online,Travel,Port Elizabeth,139.01,23,16,Low,Frequent,DEV6131,"Edge, Win11",200.62.197.137,Web,Yes,42.4,South Africa,Kwazulu Natal,No,High,Yes,Moderate,Low,High,0.09,Medium,Medium,20,2,740,0
